B, G, R (노란색으로 분류됨)
143, 174, 185
143, 175, 181
143, 175, 190
143, 176, 180
143, 176, 187
143, 176, 189
143, 176, 191
143, 177, 178
143, 177, 185
143, 177, 190
143, 178, 175
143, 178, 184
143, 178, 188
143, 178, 195
143, 179, 173
143, 179, 182
143, 179, 187
143, 179, 194
143, 180, 185
143, 180, 192
143, 181, 189
143, 181, 190
143, 181, 198
143, 182, 187
143, 182, 196
143, 183, 186
143, 183, 193
143, 183, 194
143, 184, 191
143, 184, 203
143, 184, 204
143, 185, 190
143, 185, 201
143, 186, 188
143, 186, 199
143, 187, 198
143, 187, 205
143, 188, 196
143, 188, 203
143, 189, 202
143, 190, 199
143, 190, 207
143, 191, 197
143, 191, 204
143, 191, 206
143, 196, 206
143, 196, 215
143, 197, 204
143, 199, 208
143, 216, 250
143, 217, 248
144, 169, 181
144, 170, 180
144, 171, 185
144, 172, 183
144, 173, 182
144, 174, 179
144, 174, 180
144, 174, 187
144, 175, 186
144, 176, 183
144, 176, 184
144, 177, 181
144, 177, 192
144, 177, 194
144, 178, 191
144, 179, 189
144, 179, 196
144, 180, 175
144, 180, 188
144, 180, 195
144, 181, 186
144, 181, 193
144, 182, 192
144, 182, 199
144, 183, 188
144, 183, 190
144, 183, 197
144, 183, 201
144, 184, 187
144, 184, 194
144, 184, 196
144, 184, 198
144, 184, 200
144, 185, 185
144, 185, 192
144, 185, 197
144, 185, 205
144, 186, 191
144, 186, 195
144, 186, 202
144, 186, 204
144, 187, 193
144, 187, 201
144, 188, 199
144, 188, 206
144, 189, 197
144, 189, 205
144, 190, 196
144, 191, 208
144, 193, 204
144, 194, 202
144, 198, 207
144, 200, 209
144, 214, 248
144, 218, 249
144, 221, 250
145, 168, 180
145, 170, 182
145, 171, 181
145, 172, 186
145, 173, 185
145, 174, 183
145, 175, 181
145, 175, 189
145, 176, 180
145, 176, 187
145, 177, 185
145, 177, 188
145, 177, 190
145, 178, 182
145, 178, 184
145, 178, 187
145, 178, 195
145, 179, 185
145, 179, 192
145, 179, 194
145, 180, 183
145, 180, 190
145, 180, 198
145, 181, 182
145, 181, 189
145, 181, 196
145, 182, 187
145, 182, 194
145, 183, 193
145, 184, 191
145, 184, 203
145, 185, 190
145, 186, 179
145, 186, 198
145, 186, 199
145, 186, 207
145, 187, 196
145, 187, 203
145, 187, 205
145, 188, 195
145, 188, 202
145, 189, 193
145, 189, 200
145, 189, 207
145, 189, 209
145, 190, 199
145, 191, 197
145, 192, 202
145, 193, 201
145, 194, 211
145, 195, 208
145, 200, 207
146, 172, 182
146, 172, 183
146, 174, 186
146, 174, 187
146, 175, 184
146, 176, 183
146, 177, 192
146, 178, 191
146, 179, 188
146, 179, 189
146, 179, 196
146, 180, 186
146, 180, 195
146, 181, 184
146, 181, 192
146, 181, 193
146, 182, 190
146, 182, 197
146, 182, 199
146, 183, 188
146, 183, 196
146, 184, 187
146, 184, 194
146, 184, 198
146, 185, 192
146, 185, 197
146, 185, 204
146, 186, 191
146, 186, 193
146, 186, 195
146, 187, 192
146, 187, 201
146, 188, 197
146, 188, 199
146, 189, 196
146, 189, 203
146, 189, 212
146, 190, 201
146, 190, 210
146, 191, 200
146, 191, 207
146, 191, 208
146, 192, 198
146, 192, 205
146, 192, 210
146, 193, 204
146, 195, 205
146, 196, 209
146, 197, 207
146, 198, 206
146, 198, 214
146, 200, 209
146, 201, 208
147, 173, 185
147, 174, 183
147, 176, 190
147, 177, 188
147, 178, 187
147, 178, 194
147, 179, 185
147, 179, 192
147, 180, 183
147, 180, 190
147, 181, 187
147, 181, 189
147, 181, 196
147, 182, 186
147, 182, 194
147, 183, 191
147, 183, 193
147, 184, 190
147, 184, 201
147, 184, 203
147, 185, 188
147, 185, 199
147, 186, 186
147, 186, 198
147, 186, 205
147, 187, 196
147, 188, 193
147, 188, 195
147, 188, 202
147, 188, 209
147, 189, 207
147, 190, 197
147, 190, 199
147, 190, 206
147, 191, 204
147, 192, 201
147, 192, 214
147, 194, 209
147, 197, 204
147, 200, 214
147, 201, 211
147, 215, 250
148, 174, 186
148, 175, 184
148, 175, 189
148, 176, 185
148, 176, 187
148, 177, 184
148, 177, 191
148, 177, 192
148, 178, 189
148, 179, 188
148, 179, 195
148, 180, 186
148, 180, 193
148, 181, 184
148, 182, 190
148, 182, 197
148, 183, 187
148, 183, 188
148, 183, 196
148, 183, 200
148, 184, 194
148, 184, 197
148, 184, 198
148, 185, 184
148, 185, 191
148, 185, 192
148, 185, 195
148, 185, 204
148, 186, 189
148, 186, 193
148, 186, 201
148, 186, 202
148, 187, 192
148, 187, 199
148, 187, 206
148, 187, 208
148, 188, 197
148, 188, 205
148, 189, 196
148, 189, 203
148, 190, 201
148, 191, 200
148, 191, 211
148, 192, 198
148, 192, 210
148, 193, 206
148, 193, 208
148, 194, 205
148, 194, 214
148, 195, 203
148, 198, 206
148, 199, 204
148, 200, 209
149, 176, 190
149, 177, 188
149, 178, 185
149, 178, 187
149, 179, 190
149, 179, 192
149, 180, 189
149, 181, 187
149, 181, 194
149, 181, 196
149, 182, 186
149, 182, 193
149, 183, 191
149, 184, 190
149, 184, 201
149, 185, 188
149, 185, 199
149, 186, 185
149, 186, 196
149, 186, 198
149, 187, 195
149, 187, 203
149, 188, 182
149, 188, 193
149, 188, 200
149, 188, 202
149, 189, 191
149, 189, 199
149, 189, 206
149, 190, 197
149, 190, 208
149, 191, 195
149, 191, 202
149, 191, 207
149, 192, 185
149, 192, 201
149, 192, 205
149, 193, 199
149, 193, 202
149, 193, 204
149, 193, 211
149, 194, 200
149, 194, 209
149, 195, 215
149, 196, 213
149, 197, 210
149, 199, 214
149, 202, 213
149, 205, 214
150, 175, 187
150, 177, 191
150, 178, 189
150, 179, 188
150, 180, 193
150, 181, 190
150, 181, 192
150, 182, 188
150, 182, 196
150, 182, 197
150, 183, 187
150, 183, 194
150, 183, 198
150, 184, 192
150, 184, 197
150, 185, 191
150, 185, 195
150, 185, 202
150, 186, 189
150, 186, 192
150, 186, 193
150, 186, 201
150, 187, 186
150, 187, 190
150, 187, 199
150, 187, 206
150, 188, 189
150, 188, 196
150, 188, 197
150, 189, 201
150, 189, 203
150, 190, 200
150, 191, 198
150, 191, 210
150, 191, 211
150, 192, 208
150, 193, 186
150, 193, 214
150, 194, 212
150, 195, 202
150, 195, 203
150, 196, 207
150, 196, 216
150, 197, 214
150, 198, 211
150, 198, 213
150, 200, 208
150, 203, 213
150, 228, 254
151, 176, 188
151, 178, 192
151, 179, 190
151, 180, 189
151, 181, 194
151, 182, 193
151, 183, 190
151, 183, 191
151, 184, 188
151, 184, 199
151, 184, 201
151, 185, 198
151, 186, 196
151, 186, 203
151, 187, 195
151, 187, 202
151, 188, 191
151, 188, 193
151, 188, 200
151, 188, 207
151, 189, 199
151, 190, 195
151, 190, 197
151, 190, 204
151, 191, 201
151, 191, 202
151, 191, 205
151, 191, 207
151, 192, 199
151, 192, 204
151, 192, 211
151, 193, 198
151, 193, 202
151, 194, 200
151, 194, 215
151, 195, 206
151, 196, 212
151, 197, 210
151, 197, 217
151, 198, 207
151, 200, 215
152, 177, 189
152, 179, 193
152, 180, 192
152, 181, 190
152, 182, 196
152, 183, 194
152, 183, 198
152, 184, 192
152, 184, 195
152, 184, 197
152, 185, 189
152, 185, 191
152, 185, 193
152, 185, 202
152, 186, 192
152, 186, 199
152, 186, 201
152, 187, 190
152, 187, 197
152, 187, 205
152, 188, 196
152, 188, 203
152, 189, 194
152, 190, 193
152, 190, 200
152, 191, 198
152, 191, 210
152, 192, 197
152, 193, 205
152, 193, 206
152, 193, 214
152, 194, 203
152, 194, 210
152, 195, 202
152, 195, 209
152, 195, 217
152, 196, 200
152, 196, 207
152, 197, 213
152, 198, 204
152, 198, 211
152, 199, 209
152, 200, 208
152, 201, 216
152, 206, 222
153, 181, 193
153, 181, 194
153, 182, 191
153, 183, 190
153, 184, 199
153, 185, 198
153, 186, 195
153, 186, 196
153, 186, 203
153, 187, 193
153, 187, 202
153, 188, 191
153, 188, 199
153, 188, 200
153, 189, 197
153, 189, 204
153, 189, 206
153, 190, 195
153, 190, 202
153, 190, 207
153, 191, 201
153, 191, 205
153, 192, 199
153, 192, 204
153, 193, 198
153, 193, 200
153, 193, 202
153, 193, 209
153, 194, 196
153, 194, 215
153, 195, 204
153, 195, 206
153, 196, 203
153, 196, 212
153, 197, 208
153, 198, 215
153, 199, 212
153, 200, 215
153, 201, 221
153, 202, 210
153, 203, 217
153, 207, 216
154, 180, 192
154, 182, 196
154, 183, 192
154, 183, 194
154, 183, 197
154, 184, 195
154, 185, 193
154, 185, 201
154, 186, 192
154, 186, 199
154, 187, 197
154, 188, 194
154, 188, 196
154, 188, 203
154, 189, 193
154, 189, 201
154, 190, 198
154, 190, 200
154, 191, 197
154, 191, 208
154, 192, 206
154, 193, 212
154, 194, 203
154, 195, 200
154, 195, 202
154, 195, 209
154, 195, 216
154, 196, 198
154, 196, 207
154, 196, 214
154, 197, 204
154, 197, 206
154, 197, 213
154, 198, 202
154, 198, 211
154, 199, 208
154, 199, 219
154, 200, 218
154, 202, 215
154, 203, 220
154, 204, 211
154, 206, 214
155, 181, 193
155, 184, 198
155, 184, 199
155, 185, 196
155, 186, 195
155, 186, 202
155, 187, 193
155, 187, 200
155, 188, 199
155, 189, 197
155, 189, 204
155, 190, 194
155, 190, 195
155, 190, 202
155, 190, 207
155, 191, 201
155, 191, 204
155, 191, 205
155, 192, 198
155, 192, 199
155, 192, 202
155, 192, 211
155, 193, 200
155, 193, 208
155, 193, 209
155, 194, 187
155, 194, 206
155, 194, 213
155, 195, 204
155, 195, 212
155, 196, 203
155, 196, 210
155, 197, 201
155, 197, 208
155, 198, 205
155, 198, 207
155, 199, 217
155, 200, 213
155, 200, 215
155, 200, 222
155, 201, 212
155, 201, 219
155, 202, 217
155, 205, 213
156, 183, 197
156, 184, 195
156, 186, 197
156, 186, 199
156, 187, 196
156, 188, 194
156, 188, 201
156, 188, 203
156, 189, 200
156, 190, 198
156, 191, 197
156, 191, 208
156, 192, 206
156, 193, 203
156, 193, 205
156, 194, 202
156, 194, 209
156, 194, 210
156, 196, 206
156, 196, 213
156, 196, 214
156, 197, 204
156, 197, 211
156, 197, 215
156, 198, 209
156, 199, 208
156, 199, 212
156, 199, 219
156, 200, 205
156, 200, 211
156, 200, 218
156, 201, 216
156, 201, 223
156, 203, 220
156, 205, 227
156, 207, 219
156, 224, 255
157, 185, 196
157, 186, 195
157, 187, 200
157, 188, 197
157, 188, 199
157, 189, 195
157, 189, 202
157, 189, 204
157, 190, 205
157, 191, 199
157, 191, 204
157, 192, 198
157, 192, 202
157, 192, 209
157, 193, 196
157, 193, 199
157, 193, 200
157, 193, 208
157, 194, 195
157, 194, 197
157, 194, 206
157, 194, 213
157, 195, 203
157, 195, 204
157, 195, 212
157, 196, 201
157, 196, 208
157, 196, 210
157, 197, 207
157, 198, 205
157, 200, 221
157, 201, 219
157, 202, 210
157, 203, 223
157, 210, 229
157, 221, 255
158, 185, 199
158, 186, 197
158, 189, 200
158, 190, 197
158, 190, 198
158, 191, 206
158, 191, 208
158, 192, 205
158, 193, 203
158, 193, 210
158, 194, 202
158, 194, 209
158, 195, 200
158, 195, 214
158, 196, 197
158, 196, 206
158, 196, 213
158, 197, 204
158, 197, 211
158, 197, 215
158, 198, 208
158, 198, 209
158, 198, 214
158, 199, 206
158, 199, 218
158, 199, 219
158, 200, 209
158, 201, 207
158, 201, 223
158, 202, 206
158, 203, 218
158, 204, 210
158, 208, 216
159, 187, 199
159, 189, 202
159, 190, 201
159, 191, 199
159, 191, 204
159, 192, 198
159, 192, 200
159, 193, 199
159, 193, 206
159, 193, 208
159, 194, 204
159, 194, 212
159, 195, 210
159, 196, 201
159, 196, 208
159, 197, 207
159, 198, 205
159, 198, 217
159, 199, 204
159, 199, 215
159, 200, 212
159, 200, 213
159, 200, 221
159, 201, 210
159, 202, 209
159, 202, 216
159, 202, 224
159, 203, 221
159, 203, 223
159, 205, 211
160, 188, 201
160, 192, 205
160, 193, 202
160, 193, 203
160, 193, 210
160, 194, 200
160, 194, 209
160, 195, 206
160, 195, 207
160, 196, 211
160, 196, 213
160, 196, 215
160, 197, 209
160, 197, 214
160, 198, 208
160, 199, 211
160, 199, 218
160, 200, 205
160, 200, 207
160, 200, 209
160, 200, 216
160, 201, 215
160, 202, 211
160, 202, 220
160, 203, 210
160, 204, 208
160, 204, 215
160, 206, 212
160, 206, 224
160, 208, 216
161, 189, 202
161, 190, 201
161, 190, 204
161, 191, 202
161, 192, 200
161, 192, 208
161, 193, 206
161, 194, 204
161, 195, 201
161, 195, 203
161, 195, 210
161, 196, 200
161, 197, 205
161, 197, 207
161, 198, 204
161, 198, 217
161, 199, 202
161, 199, 213
161, 200, 200
161, 200, 212
161, 200, 219
161, 201, 210
161, 202, 207
161, 203, 214
161, 203, 221
161, 204, 211
161, 204, 220
161, 205, 216
161, 205, 218
161, 206, 226
161, 208, 223
161, 208, 232
162, 191, 205
162, 191, 206
162, 192, 203
162, 193, 202
162, 193, 209
162, 195, 206
162, 196, 211
162, 197, 202
162, 197, 209
162, 197, 214
162, 198, 206
162, 198, 208
162, 198, 211
162, 198, 212
162, 199, 205
162, 199, 209
162, 199, 218
162, 200, 203
162, 200, 207
162, 201, 206
162, 201, 213
162, 202, 211
162, 202, 218
162, 203, 210
162, 203, 217
162, 204, 208
162, 205, 212
162, 205, 221
162, 205, 225
162, 206, 219
162, 207, 220
162, 209, 233
163, 193, 204
163, 193, 206
163, 194, 203
163, 194, 210
163, 195, 208
163, 196, 207
163, 197, 205
163, 198, 204
163, 198, 215
163, 199, 213
163, 200, 210
163, 200, 212
163, 200, 219
163, 201, 216
163, 202, 207
163, 202, 214
163, 202, 223
163, 203, 205
163, 203, 213
163, 203, 220
163, 203, 221
163, 204, 211
163, 205, 216
163, 206, 215
163, 206, 226
163, 207, 212
163, 207, 225
163, 208, 223
163, 210, 234
163, 211, 231
163, 213, 221
163, 214, 226
164, 191, 205
164, 194, 207
164, 195, 204
164, 195, 206
164, 196, 209
164, 196, 211
164, 197, 208
164, 197, 212
164, 198, 206
164, 198, 211
164, 199, 205
164, 199, 209
164, 199, 216
164, 200, 206
164, 200, 207
164, 200, 215
164, 201, 204
164, 201, 213
164, 202, 210
164, 203, 208
164, 203, 215
164, 203, 217
164, 204, 207
164, 204, 214
164, 206, 222
164, 207, 209
164, 208, 226
164, 209, 224
165, 192, 206
165, 195, 208
165, 196, 207
165, 197, 205
165, 198, 213
165, 198, 215
165, 199, 212
165, 200, 210
165, 200, 217
165, 201, 216
165, 203, 213
165, 203, 220
165, 204, 209
165, 204, 211
165, 205, 215
165, 205, 221
165, 206, 225
165, 207, 212
165, 208, 222
165, 208, 230
165, 209, 208
165, 212, 222
165, 214, 226
165, 218, 237
166, 193, 207
166, 194, 206
166, 196, 209
166, 197, 208
166, 197, 212
166, 198, 206
166, 198, 209
166, 198, 211
166, 199, 207
166, 199, 216
166, 200, 206
166, 200, 213
166, 201, 211
166, 201, 218
166, 202, 210
166, 202, 217
166, 203, 215
166, 204, 207
166, 204, 214
166, 205, 212
166, 206, 222
166, 207, 219
166, 207, 220
166, 208, 217
166, 208, 224
166, 209, 231
166, 214, 233
166, 215, 230
167, 198, 213
167, 199, 212
167, 200, 209
167, 200, 210
167, 200, 217
167, 201, 216
167, 202, 214
167, 203, 211
167, 203, 222
167, 204, 209
167, 204, 221
167, 205, 208
167, 205, 215
167, 205, 219
167, 207, 210
167, 207, 223
167, 208, 222
167, 209, 218
167, 209, 227
167, 210, 217
167, 210, 224
167, 210, 225
167, 211, 215
167, 212, 221
167, 215, 234
167, 225, 255
167, 228, 255
168, 196, 209
168, 197, 211
168, 198, 209
168, 200, 213
168, 201, 211
168, 202, 210
168, 202, 217
168, 204, 212
168, 205, 211
168, 206, 220
168, 208, 217
168, 208, 224
168, 210, 221
168, 210, 228
168, 212, 225
168, 213, 222
168, 227, 255
169, 198, 212
169, 199, 210
169, 200, 216
169, 202, 213
169, 203, 211
169, 203, 218
169, 204, 216
169, 205, 213
169, 205, 215
169, 205, 218
169, 205, 219
169, 206, 212
169, 206, 216
169, 206, 223
169, 206, 225
169, 207, 222
169, 208, 213
169, 208, 220
169, 208, 227
169, 209, 218
169, 210, 217
169, 210, 224
169, 211, 215
169, 213, 226
169, 228, 255
169, 230, 255
170, 197, 211
170, 200, 213
170, 201, 217
170, 202, 215
170, 203, 214
170, 204, 212
170, 205, 211
170, 205, 222
170, 206, 220
170, 207, 219
170, 208, 216
170, 208, 223
170, 208, 224
170, 210, 227
170, 210, 228
170, 211, 225
170, 212, 216
171, 201, 214
171, 202, 213
171, 203, 216
171, 203, 218
171, 205, 213
171, 205, 218
171, 206, 223
171, 207, 213
171, 207, 214
171, 207, 222
171, 208, 227
171, 209, 225
171, 210, 224
171, 214, 223
171, 216, 220
172, 203, 214
172, 205, 220
172, 205, 222
172, 207, 217
172, 208, 223
172, 209, 214
172, 209, 221
172, 210, 220
172, 210, 227
172, 211, 216
172, 211, 218
172, 211, 225
172, 212, 223
172, 213, 233
172, 214, 219
172, 216, 234
172, 220, 235
173, 203, 216
173, 204, 215
173, 204, 219
173, 205, 216
173, 205, 218
173, 206, 223
173, 207, 220
173, 207, 222
173, 208, 218
173, 208, 225
173, 209, 217
173, 209, 224
173, 213, 229
173, 214, 226
173, 214, 227
173, 215, 224
173, 215, 233
173, 216, 223
173, 217, 221
173, 217, 237
173, 231, 255
174, 206, 219
174, 207, 217
174, 208, 221
174, 209, 220
174, 210, 218
174, 210, 227
174, 210, 229
174, 212, 222
174, 213, 225
174, 214, 223
174, 216, 225
174, 216, 234
175, 204, 218
175, 206, 222
175, 207, 220
175, 210, 221
175, 216, 223
175, 217, 228
176, 205, 220
176, 207, 223
176, 210, 225
176, 211, 228
176, 212, 220
176, 212, 226
176, 215, 227
176, 226, 241
177, 207, 220
177, 209, 222
177, 210, 221
177, 212, 229
177, 213, 227
177, 214, 226
177, 214, 233
177, 215, 223
177, 215, 231
177, 216, 228
177, 225, 245
178, 208, 221
178, 210, 223
178, 211, 226
178, 213, 230
178, 214, 229
178, 215, 227
178, 216, 232
178, 217, 222
178, 217, 231
178, 218, 228
178, 219, 235
178, 219, 238
178, 224, 237
178, 225, 233
178, 235, 255
179, 212, 227
179, 213, 226
179, 214, 231
179, 215, 230
179, 216, 228
179, 216, 235
179, 219, 229
179, 219, 230
179, 222, 236
179, 226, 243
180, 211, 226
180, 212, 225
180, 214, 227
180, 214, 229
180, 215, 225
180, 216, 231
180, 217, 229
180, 218, 228
180, 218, 235
180, 220, 232
180, 221, 241
180, 226, 239
181, 212, 227
181, 215, 228
181, 216, 227
181, 218, 230
181, 221, 237
181, 232, 255
181, 239, 255
182, 213, 229
182, 214, 227
182, 215, 232
182, 217, 229
182, 220, 234
182, 221, 240
182, 222, 231
182, 244, 255
183, 214, 230
183, 215, 228
183, 218, 230
183, 219, 232
183, 219, 233
183, 220, 230
183, 222, 234
183, 224, 245
183, 225, 236
183, 233, 255
183, 245, 255
184, 221, 233
184, 222, 237
184, 222, 238
184, 224, 241
184, 224, 242
185, 217, 232
185, 218, 233
185, 219, 232
185, 221, 236
185, 222, 234
185, 223, 239
185, 224, 236
185, 224, 238
185, 227, 239
186, 221, 238
187, 220, 237
187, 221, 234
187, 227, 243
187, 248, 255
188, 219, 234
188, 221, 238
188, 222, 235
188, 224, 241
188, 242, 255
189, 223, 238
189, 227, 237
189, 240, 255
189, 250, 255
190, 221, 237
190, 230, 246
190, 246, 255
191, 228, 238
191, 229, 244
191, 241, 255
192, 229, 239
192, 229, 241
192, 248, 255
196, 252, 255
197, 251, 255
198, 232, 247
199, 234, 251
